VisitorID,Total_Visits,Total_Purchases,Avg_Time_Spent,Avg_Amount_Spent,Time_Since_Last_Visit,Unique_Shops_Visited,Purchase_to_Visit_Ratio,Last_Visit_Purchase
V1407,5,3,28.392022959983784,472.3948914832896,17,9,0.6,1
V1408,4,3,102.71646507667772,259.675073304597,49,18,0.75,0
V1409,7,3,68.64959509861988,750.6374496392914,24,10,0.43,1
V1410,1,2,83.05649730233095,405.4013853707744,77,5,2.0,1
V1411,3,3,70.32362191775867,820.797172567901,12,15,1.0,1
V1412,5,4,114.92500997311194,474.5578041539043,57,19,0.8,0
V1413,5,4,66.23313374306075,403.9636973954316,29,10,0.8,0
V1414,7,0,81.16303608898338,366.0760386735471,88,17,0.0,1
V1415,2,2,70.52166631093343,368.1402891479608,62,6,1.0,0
V1416,4,3,67.74279896829549,543.5102332351589,78,9,0.75,1
V1417,4,1,68.0865648353623,488.86696284236524,27,17,0.25,0
V1418,4,1,52.719842283559274,660.3469729417823,5,18,0.25,0
V1419,6,2,73.10284181986765,345.36166951929147,40,14,0.33,1
V1420,8,1,95.78036647041078,546.3568144886664,47,6,0.12,1
V1421,6,2,62.65835758314837,742.2840121200225,9,11,0.33,0
V1422,5,2,93.77075880477017,776.2955441859299,16,19,0.4,1
V1423,3,2,105.89506889579812,354.42583534559793,13,16,0.67,0
V1424,2,2,85.86148075829793,431.20946216660565,54,2,1.0,0
V1425,7,2,54.284845237570266,375.6376275416001,15,7,0.29,1
V1426,3,1,37.22514655712883,327.3895786414721,25,6,0.33,1
V1427,6,3,114.28214590528357,634.1647095933833,16,15,0.5,1
V1428,2,2,136.29505642056708,275.2329655802822,44,13,1.0,0
V1429,7,2,132.29781019987138,932.2229768872835,47,7,0.29,1
V1430,4,0,99.03973178165754,546.6649828256334,33,3,0.0,0
V1431,9,3,99.303811688199,464.2384002044885,84,15,0.33,0
V1432,9,2,83.45000893316318,902.5686487236965,26,3,0.22,0
V1433,3,2,82.92835772375608,237.40803570464686,40,15,0.67,1
V1434,10,0,68.16511075558462,344.68266530690994,71,3,0.0,1
V1435,8,3,64.61162305507293,249.61633878197821,45,15,0.38,0
V1436,3,1,33.834432784017146,495.23916506905806,81,1,0.33,0
V1437,6,0,110.9977158236469,372.08054070035706,43,11,0.0,0
V1438,5,2,106.52212986323696,239.67085098640695,72,4,0.4,0
V1439,4,0,78.6277256401793,263.23574195227746,23,19,0.0,0
V1440,1,0,127.6937806256227,566.2490247065467,47,10,0.0,1
V1441,3,3,157.02221041961218,626.7149438755912,44,4,1.0,1
V1442,5,4,45.334864245630435,223.92646642630086,82,16,0.8,0
V1443,5,2,107.00985320843682,461.29565709265825,42,1,0.4,0
V1444,7,3,89.3592660119529,417.28763248572557,12,13,0.43,0
V1445,2,2,138.30553973909738,368.95361777896824,36,19,1.0,1
V1446,4,2,74.40686857911687,822.0483385082803,79,14,0.5,0
V1447,4,3,121.86186053174818,489.4275970196099,82,13,0.75,0
V1448,4,0,110.6641141372511,533.4464572881762,89,4,0.0,1
V1449,8,2,124.585589174994,636.5947064483944,13,10,0.25,1
V1450,9,1,68.26711967728664,516.4273684567402,88,8,0.11,0
V1451,6,1,78.43093288030555,496.0844822362859,81,9,0.17,0
V1452,3,0,105.82375803325189,665.185668371309,65,14,0.0,1
V1453,5,3,123.94449318093795,384.1858745749265,27,8,0.6,0
V1454,5,0,96.65513733348884,409.7416967398711,20,1,0.0,1
V1455,4,2,33.04095606129486,300.94053498578126,18,11,0.5,0
V1456,3,1,125.58332603165732,782.6143100277537,64,16,0.33,1
V1457,2,2,128.8743246427048,611.091230523165,9,1,1.0,1
V1458,3,1,73.5247518258879,546.5616226399524,74,19,0.33,0
V1459,3,2,115.52412574114743,811.5410845472998,25,18,0.67,1
V1460,6,0,104.76289633793266,255.07485680973815,1,7,0.0,1
V1461,6,2,63.25890476512578,483.34572182624515,59,9,0.33,0
V1462,2,2,116.64966118751421,202.88169815858686,36,6,1.0,0
V1463,2,2,88.70783092986716,218.49980842574791,18,6,1.0,0
V1464,3,6,49.257104256286205,725.3233010676429,47,1,2.0,1
V1465,10,0,116.95292436735316,837.960022531206,79,6,0.0,1
V1466,1,4,153.44404382789617,416.74547491293,33,16,4.0,0
V1467,4,1,20.902430697866578,418.32407261215786,22,4,0.25,1
V1468,3,2,99.17451450971429,411.7436936418575,88,3,0.67,1
V1469,8,5,97.9905664760903,837.4770835823567,65,9,0.62,1
V1470,1,1,55.37530391366645,383.1408632234108,11,8,1.0,0
V1471,8,2,120.79042171575783,833.217841987143,26,7,0.25,0
V1472,8,0,57.2451389295658,509.3400262544672,70,12,0.0,0
V1473,5,3,92.53333207538319,402.9935408849906,63,1,0.6,0
V1474,9,2,67.54374982674624,553.6358716572131,78,12,0.22,1
V1475,5,2,59.22571794668243,878.0323490072028,88,16,0.4,0
V1476,10,5,101.13734949090644,532.7174599212807,38,14,0.5,0
V1477,9,4,68.64879658463678,460.9431650548879,49,11,0.44,1
V1478,4,0,128.41442097861415,606.7242059020831,17,19,0.0,0
V1479,5,1,90.65557113608072,453.6812928711694,57,19,0.2,0
V1480,7,1,115.8074561593462,274.52498074212485,14,13,0.14,1
V1481,8,6,113.94920795977478,485.3047186630498,83,12,0.75,1
V1482,4,1,125.66778724612482,674.0381860143228,8,10,0.25,1
V1483,2,2,81.27959370947347,587.9035921808785,56,15,1.0,0
V1484,8,2,86.34704350318825,242.47026325336043,23,13,0.25,1
V1485,7,1,63.36516577775694,659.5261924287538,44,13,0.14,0
V1486,5,2,94.18914827186133,601.9971518038661,66,15,0.4,1
V1487,9,3,66.02028773616058,524.9583816713856,3,17,0.33,1
V1488,8,2,124.07414602358398,716.6184999935597,53,11,0.25,1
V1489,6,2,62.50633221985092,683.417460706172,13,10,0.33,0
V1490,6,2,76.93226446870891,676.538891133441,69,4,0.33,1
V1491,5,4,106.34873693669562,149.74854585158425,82,17,0.8,0
V1492,4,1,105.13879936788109,628.2875484859501,1,14,0.25,1
V1493,9,0,55.650522390914084,441.4240862802108,21,2,0.0,0
V1494,2,2,71.98729832360178,567.2449525671389,83,7,1.0,0
V1495,8,1,80.7604116149527,312.8257989545047,56,16,0.12,1
V1496,5,4,84.9547305978712,683.6868659420054,2,17,0.8,0
V1497,4,3,95.9119643016622,713.6286048109407,84,4,0.75,0
V1498,5,3,112.64336286245155,480.48038214562746,31,3,0.6,0
V1499,3,5,85.78122092787099,160.86801917150484,13,5,1.67,1
V1500,8,2,92.80590395763804,606.7849892920188,14,6,0.25,0
V1501,7,0,66.44505659421313,540.4763142549276,76,6,0.0,0
V1502,4,2,135.04228862833367,116.57669157295601,57,6,0.5,1
V1503,2,1,102.3525611910692,499.3464897092505,13,19,0.5,1
V1504,3,2,81.44888759850951,663.1240615448165,88,11,0.67,1
V1505,2,2,126.87678323051887,51.99415287051721,14,19,1.0,1
V1506,7,0,101.11383183602308,512.0468403421086,27,14,0.0,1
V1507,5,3,96.59842325639748,544.7171092825384,70,15,0.6,1
V1508,6,3,90.14354159735312,546.1565621153156,60,5,0.5,1
V1509,2,1,120.48003067691778,453.5583086607826,70,12,0.5,1
V1510,6,4,138.3934557579481,530.2513046265395,15,13,0.67,1
V1511,3,2,119.97259348725586,457.73068730811605,56,18,0.67,0
V1512,3,2,90.97376906095992,445.3316725254681,88,3,0.67,0
V1513,3,1,130.18293889474262,594.7854735459916,62,12,0.33,1
V1514,6,1,82.1798959991756,1011.7488378171946,13,5,0.17,1
V1515,5,2,63.53942304325143,490.05047722391276,7,13,0.4,1
V1516,8,1,114.29587355998945,362.21230663177937,21,13,0.12,0
V1517,4,4,133.21524606949185,474.2257209993368,14,6,1.0,0
V1518,5,2,89.99097531544142,482.20686985025566,3,16,0.4,1
V1519,5,3,139.45094216010108,367.75437683200437,63,3,0.6,0
V1520,7,2,46.48708213376329,367.0032200395865,43,7,0.29,1
V1521,6,3,87.22930165702135,329.979496056098,12,10,0.5,1
V1522,1,1,64.40267314025449,386.3727884403786,55,4,1.0,1
V1523,2,1,63.81886677679578,514.707237710598,85,12,0.5,1
V1524,7,1,89.05014867185844,481.5179919890685,59,6,0.14,0
V1525,9,3,141.68263423491027,727.3168291272855,20,18,0.33,0
V1526,10,4,129.5250813554587,90.64132184668068,69,7,0.4,0
V1527,7,0,131.85949899855387,465.1535394257042,45,2,0.0,0
V1528,7,1,103.34021286212362,385.12211723337685,55,8,0.14,0
V1529,2,1,81.37939238958441,257.32184299057235,59,18,0.5,0
V1530,5,2,100.05675031614852,335.3042399967298,75,13,0.4,0
V1531,5,0,47.5223686583528,134.32758608131553,60,3,0.0,1
V1532,7,3,136.35177653808103,468.2123664421954,61,13,0.43,0
V1533,5,1,36.48576611456291,500.45500123458777,42,7,0.2,0
V1534,6,1,86.1610586297342,219.37726382427059,44,1,0.17,0
V1535,4,1,89.98352347262944,487.8261335854508,6,18,0.25,0
V1536,11,2,115.40896681020749,515.2847993012111,69,16,0.18,1
V1537,5,3,103.18022484240163,315.40374349536216,22,11,0.6,0
V1538,6,3,105.16732563446156,518.3747414349269,65,17,0.5,0
V1539,3,1,19.498804467617077,510.3189950692216,84,5,0.33,0
V1540,1,2,84.97343521698551,461.61845770437725,88,6,2.0,1
V1541,5,1,70.99044038802039,656.8116746728058,20,14,0.2,0
V1542,5,3,94.47713188910576,709.0419070518506,47,14,0.6,1
V1543,5,0,86.0405154799682,718.0583462237361,48,19,0.0,0
V1544,6,1,96.64190721004434,327.3094962036778,24,5,0.17,0
V1545,1,2,54.22054324187707,462.2227208962313,72,18,2.0,0
V1546,11,0,93.05128369178999,105.2238956816322,86,11,0.0,0
V1547,1,3,142.4902410707323,636.9807358581432,39,12,3.0,0
V1548,5,1,153.86959604492145,669.7068740485599,55,19,0.2,0
V1549,6,2,130.5101555859161,722.0682557277499,55,17,0.33,0
V1550,5,0,35.10897837467697,872.0183642305649,70,17,0.0,0
V1551,5,1,81.30977753719816,713.3046541497965,63,2,0.2,1
V1552,3,2,75.02228794345972,607.316604607298,77,6,0.67,0
V1553,5,1,94.5965546824409,519.977442389757,19,19,0.2,1
V1554,2,3,129.7951236975075,1020.0371983674386,58,6,1.5,0
V1555,7,2,88.61647182764582,552.6658889690982,26,1,0.29,0
V1556,6,2,62.42295373575751,982.0880378212228,81,14,0.33,1
V1557,5,1,124.84461025059909,363.6549095799188,88,2,0.2,0
V1558,4,2,101.15001883874173,437.6825444545702,47,12,0.5,1
V1559,4,0,113.15581839430311,651.9877227511771,14,17,0.0,1
V1560,6,2,120.3134292812256,50.0,3,4,0.33,0
V1561,11,1,79.82808994524912,452.08197153547667,69,4,0.09,1
V1562,6,1,54.56338597759042,739.5723730782275,14,7,0.17,1
V1563,4,1,96.51259684479986,423.86607589760234,8,13,0.25,0
V1564,1,4,79.68921401254968,499.9033868308366,89,17,4.0,1
V1565,5,4,92.2023098903872,184.17310767895236,15,14,0.8,0
V1566,3,1,132.50878171931473,418.51929376988284,45,17,0.33,1
V1567,2,1,95.98700805211526,335.4036140418602,45,16,0.5,0
V1568,4,1,145.19835347942433,650.5469047819288,3,16,0.25,0
V1569,5,3,98.83760846312387,661.5843848426882,11,6,0.6,0
V1570,8,3,81.41923723471245,340.8974933320345,9,2,0.38,1
V1571,2,1,52.18550844011182,310.56722702965124,4,17,0.5,1
V1572,4,3,96.72225058037002,812.2375057933846,79,2,0.75,0
V1573,9,2,62.51413395458809,236.3081125857089,50,18,0.22,0
V1574,2,0,106.01114295645698,656.1732833880561,80,12,0.0,1
V1575,5,1,86.60154858231743,507.76446889882914,6,4,0.2,0
V1576,6,2,85.62018187058601,722.8834539474046,44,9,0.33,1
V1577,6,3,92.55455777768226,540.3400029556606,5,11,0.5,0
V1578,6,1,96.99321554420216,394.08204304567187,57,17,0.17,1
V1579,5,4,88.97392903607349,267.05202451634733,88,13,0.8,1
V1580,5,1,154.09943707168122,272.05072454206515,49,19,0.2,1
V1581,5,2,66.83855904110186,247.68254316839818,83,8,0.4,1
V1582,5,2,120.72598185766743,477.3573667579326,76,5,0.4,0
V1583,2,1,127.66945718182197,662.3120500524844,69,10,0.5,0
V1584,2,4,56.777363754251624,316.5978197201333,28,15,2.0,0
V1585,7,3,91.69354371561718,293.0177670211599,39,19,0.43,0
V1586,4,1,100.68743960367831,535.864169232407,34,9,0.25,1
V1587,5,1,95.14026761233328,778.1312537153968,62,16,0.2,0
V1588,2,1,93.96624144468703,654.5154822180591,12,16,0.5,0
V1589,4,3,108.75882522681826,481.716909263974,87,8,0.75,1
V1590,6,1,27.1041850690795,294.52461894190657,69,3,0.17,1
V1591,3,0,87.04439574263478,509.65051552704915,54,3,0.0,0
V1592,6,1,77.39195778279047,676.9506909675883,80,10,0.17,0
V1593,3,3,68.42040255054314,616.7738083913857,73,12,1.0,0
V1594,9,1,116.37424479769791,551.6124149483098,37,15,0.11,0
V1595,1,1,120.9641241220624,721.9466142439545,33,15,1.0,0
V1596,2,1,124.10383382533544,799.4772594294823,49,19,0.5,0
V1597,3,3,115.54013330129763,667.186646856382,1,14,1.0,0
V1598,9,2,54.0864466243089,99.66578903038067,47,11,0.22,1
V1599,4,2,94.36911277010223,693.3473836599017,37,6,0.5,0
V1600,7,4,123.28641883106906,470.5328811602965,9,12,0.57,0
V1601,6,3,14.43161492113326,526.8092333439438,18,18,0.5,0
V1602,9,5,138.77156650415515,449.22934841835246,85,2,0.56,0
V1603,4,5,52.373129740939284,364.1691121605359,44,16,1.25,1
V1604,7,3,63.30790504354613,50.0,78,4,0.43,1
V1605,3,2,112.98348013836237,559.6108507041921,70,4,0.67,1
V1606,5,5,148.47460517787286,239.19825622477515,63,17,1.0,0
V1607,4,5,61.97773633244902,604.160645325016,3,10,1.25,0
V1608,2,2,66.4349013055959,420.8356934471572,18,18,1.0,0
V1609,1,1,127.65424975850453,724.3092775749833,37,19,1.0,0
V1610,2,0,94.93297894740803,848.4774378824619,20,11,0.0,0
V1611,5,4,82.55594842902906,474.37553637139905,36,14,0.8,0
V1612,5,2,96.2941026986567,396.5235341051141,80,4,0.4,0
V1613,5,2,155.5349719853179,354.647207310221,4,16,0.4,0
V1614,8,1,113.0974516320706,589.9456050372764,78,3,0.12,0
V1615,6,2,100.65879884238046,384.163854861301,17,11,0.33,1
V1616,3,3,107.39434491497741,494.91542605508647,57,5,1.0,0
V1617,3,1,102.46958248056386,313.91078382895546,49,2,0.33,0
V1618,5,2,117.4000552116054,510.3372983766236,53,12,0.4,0
V1619,3,4,70.85254217776492,832.8323871037958,10,13,1.33,1
V1620,2,2,87.95761604872031,352.50427656258904,29,2,1.0,1
V1621,6,3,89.40353443200259,502.9331445672303,76,5,0.5,1
V1622,6,3,62.205492994108624,598.2191879359726,9,19,0.5,0
V1623,6,4,57.05223690294943,767.1186977984378,21,5,0.67,0
V1624,6,1,131.89311079563174,730.6697042949327,1,3,0.17,1
V1625,7,2,111.26285207316265,645.3733971716659,36,19,0.29,1
V1626,2,1,143.06243829354298,581.6352440264941,83,19,0.5,0
V1627,7,3,105.14032082041707,1073.8781393161407,6,11,0.43,1
V1628,4,3,99.59244405634716,641.6005293424219,18,12,0.75,0
V1629,5,1,83.8879608525514,557.7595314464099,72,19,0.2,0
V1630,5,0,120.24773133974456,740.9878907049809,11,10,0.0,0
V1631,5,2,51.81354492983228,615.7601019693352,69,17,0.4,0
V1632,4,1,99.1380717087862,1008.7112337098991,21,12,0.25,1
V1633,4,1,117.73829127403077,387.95619034912806,85,3,0.25,1
V1634,3,1,87.46728766437424,490.41547169768285,84,8,0.33,0
V1635,3,1,103.23325545849255,233.00583073527787,9,8,0.33,1
V1636,7,2,137.5328676791141,477.8982736270111,2,13,0.29,0
V1637,5,1,83.10570736652726,264.6913499767421,4,13,0.2,0
V1638,4,2,102.59331689954647,524.3072887788732,12,10,0.5,0
V1639,9,5,120.69899080084905,361.2359397737305,83,15,0.56,1
V1640,5,4,80.44383324792231,657.8126241241474,83,16,0.8,0
V1641,5,1,57.632304798392724,401.4885258164072,83,13,0.2,1
V1642,6,0,111.88771175340176,642.2824156402103,39,11,0.0,0
V1643,6,5,93.4710059174711,457.8587294019093,60,12,0.83,0
V1644,6,3,89.20341966477582,738.242545947901,34,14,0.5,1
V1645,4,4,95.09663292396814,481.485188545833,59,3,1.0,0
V1646,3,0,54.54439513523076,413.1147835086124,72,15,0.0,1
V1647,4,3,82.50335790195203,136.05612623160022,6,11,0.75,0
V1648,5,2,111.43608922807498,230.1755339686589,32,3,0.4,0
V1649,2,3,89.92006281489822,649.4359227386301,28,18,1.5,0
V1650,6,5,74.51887186220975,243.19233148693826,75,8,0.83,1
V1651,1,1,67.81819509374303,691.1238029297743,41,8,1.0,0
V1652,9,1,98.15498353044688,413.03047413828017,72,13,0.11,1
V1653,3,3,115.24064954477878,497.13392314403137,84,6,1.0,0
V1654,10,1,120.77988088652174,612.5652394340856,88,10,0.1,1
V1655,4,1,73.31878172998219,715.1113366400774,27,15,0.25,0
V1656,4,3,138.747864792168,208.18443074308504,53,5,0.75,0
V1657,7,1,93.41543474051454,223.91419680011967,11,1,0.14,1
V1658,5,3,40.80743293654996,447.59089175663763,87,8,0.6,1
V1659,4,1,93.56575895758336,739.2166406086379,22,2,0.25,1
V1660,10,2,59.90506748823508,503.8495485979998,5,1,0.2,0
V1661,5,0,102.27902942014623,731.8890089028043,34,16,0.0,1
V1662,7,1,98.3436206714708,169.52970292094375,62,5,0.14,0
V1663,3,2,44.3065776618273,387.3848518128937,31,19,0.67,1
V1664,4,3,133.13262106913373,514.8830522722913,47,11,0.75,0
V1665,3,1,70.64742140077915,285.3853050319795,37,8,0.33,0
V1666,2,1,35.44256872710611,269.7228753067752,26,4,0.5,1
V1667,3,3,128.42333125135323,339.3730301075233,87,14,1.0,0
V1668,6,4,108.3180558015431,423.25281014594384,43,17,0.67,0
V1669,7,1,82.31935593086638,272.37262730225376,61,9,0.14,0
V1670,5,6,91.45236341425017,743.5417038879614,38,4,1.2,0
V1671,3,1,86.50335820712394,540.3747752277255,32,2,0.33,0
V1672,3,3,42.409964747284675,562.8477153343705,69,10,1.0,0
V1673,7,2,48.05240627232512,556.6749740896083,62,19,0.29,1
V1674,3,1,118.56901851787218,815.5911955098412,25,9,0.33,0
V1675,4,0,102.38061833107885,904.0081836100433,33,16,0.0,1
V1676,7,1,117.46328510137363,444.50221573898983,64,17,0.14,1
V1677,4,1,126.22980145317226,606.333112564967,71,2,0.25,0
V1678,2,1,10.0,440.42695975488977,16,19,0.5,0
V1679,3,2,77.76899473702817,677.0299975888946,49,2,0.67,0
V1680,2,6,55.3474406460561,783.0291756935244,15,16,3.0,0
V1681,8,2,86.16046676606574,498.8104574582385,20,16,0.25,1
V1682,6,3,34.420101839868444,689.276410452271,22,14,0.5,0
V1683,12,2,107.92157095302915,434.75747450137055,10,1,0.17,0
V1684,4,5,109.81007877790536,732.068615563818,72,9,1.25,1
V1685,3,0,158.21281627531206,321.9384968305816,55,15,0.0,0
V1686,1,1,86.99468986993081,285.24962918741335,28,15,1.0,1
V1687,6,3,110.31829297601644,620.3491967990594,9,11,0.5,0
V1688,2,3,119.10934525618464,728.4829765033955,31,5,1.5,0
V1689,4,1,141.56641319753686,630.1977773082644,87,8,0.25,0
V1690,4,0,56.0597165276035,711.7523909517466,83,7,0.0,1
V1691,5,1,116.85723231892874,329.7971262115972,74,6,0.2,1
V1692,4,4,101.92615675908755,486.3036005231365,84,7,1.0,1
V1693,5,2,41.48816539251351,184.5945572598523,57,19,0.4,0
V1694,7,2,104.02223670643639,261.2782874820368,31,14,0.29,1
V1695,6,1,112.24741331459312,791.0220807736306,75,11,0.17,1
V1696,4,2,39.3981269800459,426.2432389648044,43,19,0.5,0
V1697,5,1,87.71371092569716,871.487254316515,74,14,0.2,1
V1698,3,1,92.35497419703452,533.3947738537655,9,19,0.33,0
V1699,1,1,91.43287149295668,455.86592665436575,42,6,1.0,0
V1700,4,1,108.74805146557858,450.15139950854217,74,1,0.25,1
V1701,5,1,72.01129141081469,700.4946572917968,50,14,0.2,0
V1702,6,3,57.159289917633785,476.2428208673216,37,12,0.5,1
V1703,4,2,104.62434384983676,508.383467834851,71,12,0.5,0
V1704,5,1,137.16024242911848,562.355902950979,84,9,0.2,1
V1705,7,5,134.95046616550357,231.32384469102158,84,9,0.71,1
V1706,5,3,161.70807349930163,519.5744780183121,72,14,0.6,0
V1707,5,2,78.88562844696746,490.0482064537432,17,2,0.4,1
V1708,9,1,84.96411538871533,591.3069209003088,89,14,0.11,0
V1709,3,0,25.43552677933053,698.5369548810125,77,7,0.0,1
V1710,5,2,71.53142920039666,452.7689763487018,77,15,0.4,1
V1711,3,0,42.58873168578467,601.2953352828891,48,8,0.0,1
V1712,5,1,79.6424416139733,228.9008736948357,2,19,0.2,1
V1713,4,3,130.8565227819537,898.9888532838789,42,2,0.75,1
V1714,3,3,121.94492108316723,808.2008118195458,63,1,1.0,0
V1715,7,0,80.11302860338387,433.33089568318917,11,19,0.0,0
V1716,5,1,72.75026444682123,521.4893110604702,84,8,0.2,1
V1717,3,2,65.62784837228959,64.82199689116044,56,7,0.67,1
V1718,3,4,115.88064420945845,634.1294809490116,73,18,1.33,0
V1719,6,4,80.59076456468239,353.23765069340345,45,19,0.67,1
V1720,7,3,97.91821341555521,174.57822325531941,45,13,0.43,1
V1721,7,0,110.07728393678008,568.9960807690345,29,16,0.0,0
V1722,4,0,112.25225580196772,318.3572192027773,34,11,0.0,0
V1723,4,1,10.0,294.0737207047976,69,10,0.25,1
V1724,1,0,106.82397593911855,655.7248679345086,20,19,0.0,0
V1725,4,1,92.97952012591684,826.3651198674281,72,5,0.25,0
V1726,3,1,35.91155337004713,555.8559008224045,70,12,0.33,0
V1727,2,3,131.44725109551632,751.6334823476716,18,4,1.5,0
V1728,6,0,95.93390875715328,432.1054664609685,72,16,0.0,0
V1729,2,2,43.54942965802903,618.5212508229893,60,2,1.0,1
V1730,6,2,72.52699670429169,548.6250861578499,55,4,0.33,1
V1731,6,2,83.68693463088609,591.1631623834342,52,16,0.33,1
V1732,6,1,168.38449373958642,311.3288148655798,25,11,0.17,0
V1733,6,1,63.77937977923257,50.0,66,6,0.17,0
V1734,6,1,69.3333717675166,779.8062555408148,28,11,0.17,0
V1735,5,1,95.39789682126532,449.46235958730034,89,10,0.2,0
V1736,7,2,154.23160604178312,127.03809037494193,20,15,0.29,0
V1737,7,3,83.04189018093132,497.2558850748064,70,7,0.43,0
V1738,9,3,76.59783154988698,574.946767625548,37,15,0.33,0
V1739,5,0,95.39814266230303,510.0187622354387,16,1,0.0,1
V1740,4,3,80.10246921895967,552.7740189570808,35,8,0.75,0
V1741,7,3,79.66425013915679,519.7035709265915,55,5,0.43,0
V1742,5,8,118.87212262143417,435.5668954825629,65,6,1.6,1
V1743,5,2,75.08653672501846,535.2570988439425,78,4,0.4,1
V1744,4,2,79.46724245230521,469.20242880190193,14,15,0.5,0
V1745,9,0,120.00574191317958,539.8216595351857,24,4,0.0,1
V1746,5,3,47.1285222542827,579.408082974473,83,3,0.6,1
V1747,6,0,79.59198245648906,616.2952728437122,38,16,0.0,0
V1748,1,3,40.06830073154283,400.9120735247519,82,16,3.0,0
V1749,6,2,75.03456312219494,636.16173127158,9,8,0.33,0
V1750,8,4,79.47865539317276,588.1964753416898,77,6,0.5,0
V1751,4,2,79.98432819214602,745.6802308588624,59,13,0.5,0
V1752,6,1,78.29224697225538,538.636910489651,51,9,0.17,0
V1753,3,4,98.42495330050676,702.2307835534829,51,9,1.33,0
V1754,3,3,56.46345919562873,55.85621998251736,19,11,1.0,0
V1755,7,1,101.70280991650503,288.426467474058,62,8,0.14,1
V1756,4,0,74.81568352488247,722.5135566892616,10,13,0.0,1
V1757,2,2,112.7455060113887,566.903875990316,38,19,1.0,0
V1758,1,3,88.12998058637967,289.923863336321,3,1,3.0,1
V1759,7,1,72.24255976042224,537.3967758345967,48,17,0.14,0
V1760,2,3,50.68769832066286,714.1150495015947,41,6,1.5,1
V1761,5,3,98.89415799306147,253.32608061104852,17,12,0.6,1
V1762,6,3,84.23306726694118,556.3357521554416,87,4,0.5,0
V1763,7,0,133.88062133516726,937.6879450256147,73,16,0.0,0
V1764,5,2,136.15570201988726,339.49533297415724,69,3,0.4,0
V1765,5,3,75.4129955765575,318.43584824688764,83,17,0.6,0
V1766,8,1,19.276232572532834,50.0,15,18,0.12,0
V1767,5,0,116.59603899102348,426.5928013024076,56,18,0.0,1
V1768,6,0,74.035998937555,685.2177894340018,76,18,0.0,0
V1769,3,3,79.49882014764174,396.52172184485926,78,8,1.0,0
V1770,9,1,125.84104637695984,1020.3220005861026,15,8,0.11,1
